s,age,mean_diff
Control,88,0.8503205121056489
Control,89,0.8599632403465158
Control,90,0.8697253775747973
Control,91,0.8796121435161368
Control,92,0.8880944506151861
Control,93,0.8973362826967046
Control,94,0.9069620266508336
Control,95,0.9159619834783358
Control,96,0.9250602149667071
Control,97,0.9372698967040678
Control,98,0.9452554850811953
Control,99,0.9528230668851924
Control,100,0.9608363875487219
Control,101,0.9681915455543223
Control,102,0.9818053021180646
Control,103,0.9947574570291202
Control,104,NA
Control,105,NA
Control,106,NA
Control,107,NA
Control,108,NA
Control,109,NA
Control,110,NA
Control,111,NA
Control,112,NA
Control,113,NA
Control,114,NA
Control,115,NA
Control,116,NA
Control,117,NA
Control,118,NA
Control,119,NA
Control,120,NA
Control,121,NA
Control,122,NA
Control,123,NA
Control,124,NA
Control,125,NA
SSP1-RCP2.6,0,0
SSP1-RCP2.6,1,0
SSP1-RCP2.6,2,0.04100414979687247
SSP1-RCP2.6,3,0.05749387155038005
SSP1-RCP2.6,4,0.07296915541698419
SSP1-RCP2.6,5,0.08643609153122135
SSP1-RCP2.6,6,0.09446626453096761
SSP1-RCP2.6,7,0.10353078701166506
SSP1-RCP2.6,8,0.10799781352238803
SSP1-RCP2.6,9,0.11158264614798676
SSP1-RCP2.6,10,0.11590495153651433
SSP1-RCP2.6,11,0.12057610666696249
SSP1-RCP2.6,12,0.1281257487746431
SSP1-RCP2.6,13,0.13445561605160583
SSP1-RCP2.6,14,0.14139887267136075
SSP1-RCP2.6,15,0.1489331024440744
SSP1-RCP2.6,16,0.1567951403157972
SSP1-RCP2.6,17,0.16648506238639674
SSP1-RCP2.6,18,0.17529379212876173
SSP1-RCP2.6,19,0.18476116963946115
SSP1-RCP2.6,20,0.19470089844118807
SSP1-RCP2.6,21,0.20457690581560456
SSP1-RCP2.6,22,0.21546768532456803
SSP1-RCP2.6,23,0.2259001050454817
SSP1-RCP2.6,24,0.23611248433175064
SSP1-RCP2.6,25,0.24625976409173403
SSP1-RCP2.6,26,0.2564558380907291
SSP1-RCP2.6,27,0.26727081758882537
SSP1-RCP2.6,28,0.2777171074231952
SSP1-RCP2.6,29,0.28833946205942945
SSP1-RCP2.6,30,0.29890578484216757
SSP1-RCP2.6,31,0.30906734349312526
SSP1-RCP2.6,32,0.3200626400579996
SSP1-RCP2.6,33,0.3307815534486111
SSP1-RCP2.6,34,0.3414940051718814
SSP1-RCP2.6,35,0.35207610942449924
SSP1-RCP2.6,36,0.3625532678029333
SSP1-RCP2.6,37,0.3735017947305118
SSP1-RCP2.6,38,0.3842701726806823
SSP1-RCP2.6,39,0.3949592963704991
SSP1-RCP2.6,40,0.4057803556894617
SSP1-RCP2.6,41,0.4164020711388274
SSP1-RCP2.6,42,0.42717820222431147
SSP1-RCP2.6,43,0.4377167811410702
SSP1-RCP2.6,44,0.44862540924440636
SSP1-RCP2.6,45,0.4592662512511277
SSP1-RCP2.6,46,0.470127381684121
SSP1-RCP2.6,47,0.48112848402292085
SSP1-RCP2.6,48,0.4919763373045473
SSP1-RCP2.6,49,0.5029012267382043
SSP1-RCP2.6,50,0.5133051999363145
SSP1-RCP2.6,51,0.5242355702266083
SSP1-RCP2.6,52,0.5350354730234338
SSP1-RCP2.6,53,0.5457527301139511
SSP1-RCP2.6,54,0.5562037770940927
SSP1-RCP2.6,55,0.566636658466619
SSP1-RCP2.6,56,0.5774456495418137
SSP1-RCP2.6,57,0.5881137336570071
SSP1-RCP2.6,58,0.5981313939533746
SSP1-RCP2.6,59,0.608264095937734
SSP1-RCP2.6,60,0.6184771059733783
SSP1-RCP2.6,61,0.6291501575737499
SSP1-RCP2.6,62,0.6390941243731046
SSP1-RCP2.6,63,0.6491928586540766
SSP1-RCP2.6,64,0.6592186863050403
SSP1-RCP2.6,65,0.6694272759007663
SSP1-RCP2.6,66,0.6794819105803611
SSP1-RCP2.6,67,0.6899277538324499
SSP1-RCP2.6,68,0.6998721930290845
SSP1-RCP2.6,69,0.7097825531266132
SSP1-RCP2.6,70,0.7199676560756639
SSP1-RCP2.6,71,0.730290068093272
SSP1-RCP2.6,72,0.740840345066083
SSP1-RCP2.6,73,0.7506207135611194
SSP1-RCP2.6,74,0.7605159153760839
SSP1-RCP2.6,75,0.770727148278137
SSP1-RCP2.6,76,0.7808909636929914
SSP1-RCP2.6,77,0.7910704982208984
SSP1-RCP2.6,78,0.800583909387113
SSP1-RCP2.6,79,0.8105836682181107
SSP1-RCP2.6,80,0.8197847536286332
SSP1-RCP2.6,81,0.8297953743723477
SSP1-RCP2.6,82,0.8400931922801587
SSP1-RCP2.6,83,0.8500957364719417
SSP1-RCP2.6,84,0.8593860045392046
SSP1-RCP2.6,85,0.8685957634754247
SSP1-RCP2.6,86,0.8780455003126908
SSP1-RCP2.6,87,0.8879987614057646
SSP1-RCP2.6,88,0.8977547653210677
SSP1-RCP2.6,89,0.9068762382303072
SSP1-RCP2.6,90,0.9168024090737488
SSP1-RCP2.6,91,0.9265647867542068
SSP1-RCP2.6,92,0.9355295562750943
SSP1-RCP2.6,93,0.9443221584606046
SSP1-RCP2.6,94,0.9534039034334482
SSP1-RCP2.6,95,0.9626036853188528
SSP1-RCP2.6,96,0.9710323650463137
SSP1-RCP2.6,97,0.9794154268749331
SSP1-RCP2.6,98,0.9885473356079202
SSP1-RCP2.6,99,0.9965182354328996
SSP1-RCP2.6,100,NA
SSP1-RCP2.6,101,NA
SSP1-RCP2.6,102,NA
SSP1-RCP2.6,103,NA
SSP1-RCP2.6,104,NA
SSP1-RCP2.6,105,NA
SSP1-RCP2.6,106,NA
SSP1-RCP2.6,107,NA
SSP1-RCP2.6,108,NA
SSP1-RCP2.6,109,NA
SSP1-RCP2.6,110,NA
SSP1-RCP2.6,111,NA
SSP1-RCP2.6,112,NA
SSP1-RCP2.6,113,NA
SSP1-RCP2.6,114,NA
SSP1-RCP2.6,115,NA
SSP1-RCP2.6,116,NA
SSP1-RCP2.6,117,NA
SSP1-RCP2.6,118,NA
SSP1-RCP2.6,119,NA
SSP1-RCP2.6,120,NA
SSP1-RCP2.6,121,NA
SSP1-RCP2.6,122,NA
SSP1-RCP2.6,123,NA
SSP1-RCP2.6,124,NA
SSP1-RCP2.6,125,NA
SSP5-RCP8.5,0,0
SSP5-RCP8.5,1,0
SSP5-RCP8.5,2,0.04403573408550309
SSP5-RCP8.5,3,0.06917073111444665
SSP5-RCP8.5,4,0.09193359273886823
SSP5-RCP8.5,5,0.10616678043938182
SSP5-RCP8.5,6,0.11758747679364301
SSP5-RCP8.5,7,0.13071596553459724
SSP5-RCP8.5,8,0.145865402260892
SSP5-RCP8.5,9,0.1628916049245767
SSP5-RCP8.5,10,0.1834422912701901
SSP5-RCP8.5,11,0.20480004920078093
SSP5-RCP8.5,12,0.22819419792893073
SSP5-RCP8.5,13,0.25100488611003346
SSP5-RCP8.5,14,0.2734939756590511
SSP5-RCP8.5,15,0.29565181908937815
SSP5-RCP8.5,16,0.3171417508923496
SSP5-RCP8.5,17,0.3386516058426522
SSP5-RCP8.5,18,0.3596263279962441
SSP5-RCP8.5,19,0.3803280602834815
SSP5-RCP8.5,20,0.40110596921386166
SSP5-RCP8.5,21,0.42209438883106115
SSP5-RCP8.5,22,0.44242982974759765
SSP5-RCP8.5,23,0.4618834234526986
SSP5-RCP8.5,24,0.48064600712656896
SSP5-RCP8.5,25,0.4990476460869278
SSP5-RCP8.5,26,0.5168571596714321
SSP5-RCP8.5,27,0.5336228692806286
SSP5-RCP8.5,28,0.5492853965530992
SSP5-RCP8.5,29,0.56508103524042
SSP5-RCP8.5,30,0.580372454353561
SSP5-RCP8.5,31,0.5949383118278657
SSP5-RCP8.5,32,0.6097977895338108
SSP5-RCP8.5,33,0.6240679573753218
SSP5-RCP8.5,34,0.6381096425754771
SSP5-RCP8.5,35,0.6521800889496332
SSP5-RCP8.5,36,0.6656573859120893
SSP5-RCP8.5,37,0.6795065848010343
SSP5-RCP8.5,38,0.692501484603717
SSP5-RCP8.5,39,0.7054692828589083
SSP5-RCP8.5,40,0.7183657471167063
SSP5-RCP8.5,41,0.7313241079388199
SSP5-RCP8.5,42,0.7445089464445401
SSP5-RCP8.5,43,0.757977529166805
SSP5-RCP8.5,44,0.7712276961550606
SSP5-RCP8.5,45,0.7845861520620008
SSP5-RCP8.5,46,0.7984194081563992
SSP5-RCP8.5,47,0.8121451957942312
SSP5-RCP8.5,48,0.825209612651642
SSP5-RCP8.5,49,0.8387143020828
SSP5-RCP8.5,50,0.8524870760371421
SSP5-RCP8.5,51,0.8657159970800427
SSP5-RCP8.5,52,0.8786684793080781
SSP5-RCP8.5,53,0.891821976647043
SSP5-RCP8.5,54,0.9044686164208534
SSP5-RCP8.5,55,0.9172798251588357
SSP5-RCP8.5,56,0.9297885811258981
SSP5-RCP8.5,57,0.9431544331345044
SSP5-RCP8.5,58,0.9561504692010084
SSP5-RCP8.5,59,0.9692941444624266
SSP5-RCP8.5,60,0.9817799827546603
SSP5-RCP8.5,61,0.9947203797886447
SSP5-RCP8.5,62,NA
SSP5-RCP8.5,63,NA
SSP5-RCP8.5,64,NA
SSP5-RCP8.5,65,NA
SSP5-RCP8.5,66,NA
SSP5-RCP8.5,67,NA
SSP5-RCP8.5,68,NA
SSP5-RCP8.5,69,NA
SSP5-RCP8.5,70,NA
SSP5-RCP8.5,71,NA
SSP5-RCP8.5,72,NA
SSP5-RCP8.5,73,NA
SSP5-RCP8.5,74,NA
SSP5-RCP8.5,75,NA
SSP5-RCP8.5,76,NA
SSP5-RCP8.5,77,NA
SSP5-RCP8.5,78,NA
SSP5-RCP8.5,79,NA
SSP5-RCP8.5,80,NA
SSP5-RCP8.5,81,NA
SSP5-RCP8.5,82,NA
SSP5-RCP8.5,83,NA
SSP5-RCP8.5,84,NA
SSP5-RCP8.5,85,NA
SSP5-RCP8.5,86,NA
SSP5-RCP8.5,87,NA
SSP5-RCP8.5,88,NA
SSP5-RCP8.5,89,NA
SSP5-RCP8.5,90,NA
SSP5-RCP8.5,91,NA
SSP5-RCP8.5,92,NA
SSP5-RCP8.5,93,NA
SSP5-RCP8.5,94,NA
SSP5-RCP8.5,95,NA
SSP5-RCP8.5,96,NA
SSP5-RCP8.5,97,NA
SSP5-RCP8.5,98,NA
SSP5-RCP8.5,99,NA
SSP5-RCP8.5,100,NA
SSP5-RCP8.5,101,NA
SSP5-RCP8.5,102,NA
SSP5-RCP8.5,103,NA
SSP5-RCP8.5,104,NA
SSP5-RCP8.5,105,NA
SSP5-RCP8.5,106,NA
SSP5-RCP8.5,107,NA
SSP5-RCP8.5,108,NA
SSP5-RCP8.5,109,NA
SSP5-RCP8.5,110,NA
SSP5-RCP8.5,111,NA
SSP5-RCP8.5,112,NA
SSP5-RCP8.5,113,NA
SSP5-RCP8.5,114,NA
SSP5-RCP8.5,115,NA
SSP5-RCP8.5,116,NA
SSP5-RCP8.5,117,NA
SSP5-RCP8.5,118,NA
SSP5-RCP8.5,119,NA
SSP5-RCP8.5,120,NA
SSP5-RCP8.5,121,NA
SSP5-RCP8.5,122,NA
SSP5-RCP8.5,123,NA
SSP5-RCP8.5,124,NA
SSP5-RCP8.5,125,NA
